id,user_id,subscription_id,amount_cents,fee_cents,status,created_at,captured_at,currency,stripe_error_code,user_missing,is_failed
68,999,20,1073,129,failed,,,EUR,do_not_honor,0,True
69,999,20,565,73,failed,2020-07-17 08:38:58+00:00,,EUR,expired_card,0,True
70,999,20,349,18,succeeded,,2020-08-22 02:38:58+00:00,EUR,,0,False
71,999,20,332,31,succeeded,,2020-09-17 07:38:58+00:00,EUR,,0,False
72,999,20,1389,145,pending,,,EUR,,0,False
73,999,20,592,87,failed,2020-11-12 09:38:58+00:00,,EUR,fraudulent,0,True
74,999,20,761,51,failed,,,GBP,expired_card,0,True
75,999,20,681,38,succeeded,,2021-01-16 17:38:58+00:00,EUR,,0,False
76,999,20,1157,141,succeeded,2021-02-10 09:38:58+00:00,2021-02-12 23:38:58+00:00,EUR,do_not_honor,0,False
77,999,20,809,86,failed,,,EUR,fraudulent,0,True
78,999,20,1049,65,succeeded,2021-04-14 09:38:58+00:00,2021-04-17 08:38:58+00:00,EUR,,0,False
79,999,20,1331,103,refunded,,,EUR,,0,False
80,999,20,270,33,refunded,2021-06-15 09:38:58+00:00,,EUR,,0,False
81,999,20,403,21,pending,,,EUR,,0,False
82,999,20,886,109,failed,,,EUR,insufficient_funds,0,True
83,999,20,1228,158,pending,,,EUR,,0,False
84,999,20,429,27,refunded,,,EUR,,0,False
85,999,20,829,97,succeeded,,2021-11-09 03:38:58+00:00,EUR,,0,False
86,79,379,1219,169,pending,,,EUR,,0,False
87,79,379,1231,111,canceled,,,EUR,,0,False
88,79,379,1290,76,succeeded,,2024-12-06 08:25:02+00:00,EUR,,0,False
89,79,379,464,26,failed,,,EUR,lost_card,0,True
90,79,379,1065,59,failed,,,EUR,expired_card,0,True
91,79,379,222,15,failed,,,EUR,processing_error,0,True
92,79,379,828,66,pending,,,EUR,,0,False
93,79,379,224,25,succeeded,,2025-05-07 16:25:02+00:00,EUR,,0,False
94,720,398,500,59,succeeded,,2021-09-07 09:06:10+00:00,EUR,,0,False
95,720,398,973,125,succeeded,,2021-10-07 22:06:10+00:00,EUR,,0,False
96,720,398,1205,111,refunded,,,EUR,,0,False
97,720,398,1299,75,succeeded,,2021-12-06 08:06:10+00:00,EUR,,0,False
98,720,398,763,65,succeeded,,2022-01-02 20:06:10+00:00,EUR,,0,False
99,720,398,657,51,failed,,,EUR,stolen_card,0,True
100,720,398,282,21,pending,,,USD,,0,False
101,720,398,1304,148,succeeded,,2022-04-04 06:06:10+00:00,EUR,,0,False
102,720,398,366,42,succeeded,2022-05-02 01:06:10+00:00,2022-05-02 07:06:10+00:00,EUR,,0,False
103,720,398,1500,86,pending,,,EUR,,0,False
104,720,398,913,111,failed,,,EUR,,0,True
105,720,398,1046,100,failed,,,EUR,stolen_card,0,True
106,720,398,416,52,succeeded,2022-08-27 02:06:10+00:00,2022-08-27 08:06:10+00:00,EUR,,0,False
107,720,398,1212,152,failed,,,EUR,fraudulent,0,True
108,720,398,1300,155,failed,,,EUR,,0,True
109,720,398,1190,69,succeeded,,2022-11-29 14:06:10+00:00,EUR,,0,False
110,1071,327,1323,120,succeeded,,2024-06-14 22:20:53+00:00,EUR,,0,False
111,1071,327,296,35,succeeded,,2024-07-12 00:20:53+00:00,EUR,,0,False
112,1203,48,1188,137,canceled,,,EUR,,0,False
113,1203,48,666,67,refunded,,,USD,,0,False
114,1203,48,780,75,failed,,,EUR,expired_card,0,True
115,1203,48,790,58,pending,2024-02-27 22:11:18+00:00,,EUR,,0,False
116,1203,48,1149,99,succeeded,,2024-04-03 12:11:18+00:00,EUR,,0,False
117,1203,48,980,127,succeeded,,2024-04-26 03:11:18+00:00,EUR,,0,False
118,1203,48,517,36,succeeded,,2024-05-26 19:11:18+00:00,EUR,,0,False
119,1203,48,1201,72,succeeded,2024-06-23 22:11:18+00:00,2024-06-25 02:11:18+00:00,EUR,,0,False
120,1203,48,535,61,succeeded,,2024-07-31 08:11:18+00:00,EUR,,0,False
121,1203,48,1069,66,succeeded,,2024-08-28 13:11:18+00:00,EUR,,0,False
122,1203,48,374,38,succeeded,,2024-09-28 18:11:18+00:00,EUR,,0,False
123,1203,48,1479,128,succeeded,,2024-10-27 10:11:18+00:00,EUR,,0,False
124,1203,48,911,96,succeeded,,2024-11-23 20:11:18+00:00,EUR,,0,False
125,1203,48,551,55,succeeded,,2024-12-23 03:11:18+00:00,EUR,,0,False
126,1203,48,1491,197,failed,,,EUR,processing_error,0,True
127,1203,48,1200,117,failed,,,EUR,processing_error,0,True
128,1203,48,299,27,refunded,2025-03-22 22:11:18+00:00,,EUR,,0,False
129,1164,300,625,62,refunded,,,EUR,,0,False
130,1164,300,448,23,succeeded,,2024-01-16 21:43:36+00:00,USD,,0,False
131,1164,300,1089,61,succeeded,,2024-02-12 22:43:36+00:00,EUR,,0,False
132,1164,300,478,41,succeeded,,2024-03-14 07:43:36+00:00,EUR,,0,False
133,1164,300,673,84,succeeded,,2024-04-15 08:43:36+00:00,EUR,,0,False
134,1164,300,1373,117,failed,,,EUR,do_not_honor,0,True
135,1164,300,827,91,succeeded,,2024-06-17 15:43:36+00:00,EUR,,0,False
136,1164,300,423,42,succeeded,,2024-07-16 12:43:36+00:00,EUR,,0,False
137,1164,300,1428,209,succeeded,,2024-08-10 10:43:36+00:00,EUR,,0,False
138,1164,300,769,94,succeeded,2024-09-10 16:43:36+00:00,2024-09-12 16:43:36+00:00,EUR,,0,False
139,1164,300,917,46,succeeded,,2024-10-09 10:43:36+00:00,EUR,,0,False
140,1164,300,930,62,succeeded,,2024-11-15 13:43:36+00:00,EUR,,0,False
141,1164,300,630,51,succeeded,,2024-12-09 23:43:36+00:00,EUR,,0,False
142,1164,300,642,71,succeeded,,2025-01-12 17:43:36+00:00,EUR,,0,False
143,1164,300,538,30,failed,,,EUR,lost_card,0,True
144,1258,199,903,64,succeeded,,2021-05-11 03:23:19+00:00,EUR,,0,False
145,1258,199,1345,93,failed,2021-06-02 03:23:19+00:00,,EUR,stolen_card,0,True
146,1258,199,677,65,succeeded,,2021-07-07 10:23:19+00:00,EUR,,0,False
147,1258,199,1259,105,pending,,,EUR,,0,False
148,1258,199,505,46,succeeded,,2021-09-05 05:23:19+00:00,EUR,,0,False
149,1258,199,448,45,succeeded,,2021-10-07 16:23:19+00:00,EUR,,0,False
150,1258,199,469,34,pending,,,EUR,,0,False
151,1258,199,938,88,succeeded,,2021-12-02 06:23:19+00:00,EUR,,0,False
152,1258,199,1439,112,succeeded,,,EUR,,0,False
153,1258,199,1251,140,succeeded,,2022-01-30 01:23:19+00:00,EUR,,0,False
154,1258,199,1377,172,failed,,,EUR,do_not_honor,0,True
155,1258,199,1005,63,succeeded,,2022-04-04 11:23:19+00:00,EUR,,0,False
156,1258,199,662,76,refunded,2022-04-30 03:23:19+00:00,,EUR,,0,False
157,510,315,596,85,succeeded,,2024-11-06 10:28:01+00:00,GBP,,0,False
158,510,315,268,25,succeeded,,2024-12-08 08:28:01+00:00,EUR,,0,False
159,510,315,937,96,failed,,,EUR,card_declined,0,True
160,510,315,1137,129,succeeded,,2025-02-07 22:28:01+00:00,EUR,,0,False
161,510,315,849,60,failed,,,EUR,stolen_card,0,True
162,510,315,1423,145,succeeded,,2025-04-07 18:28:01+00:00,EUR,,0,False
163,510,315,1188,134,succeeded,,2025-05-03 05:28:01+00:00,EUR,,0,False
164,390,67,651,76,succeeded,2023-06-02 14:51:02+00:00,2023-06-03 12:51:02+00:00,EUR,,0,False
165,390,67,1190,177,succeeded,,2023-06-29 11:51:02+00:00,EUR,,0,False
166,390,67,1402,86,succeeded,,2023-08-01 07:51:02+00:00,EUR,,0,False
167,390,67,201,27,pending,2023-08-31 14:51:02+00:00,,EUR,,0,False
168,390,67,750,42,succeeded,,2023-09-26 23:51:02+00:00,EUR,,0,False
169,962,262,1433,214,failed,,,EUR,,0,True
170,962,262,250,24,succeeded,2025-05-11 07:33:19+00:00,2025-05-11 21:33:19+00:00,EUR,,0,False
171,906,322,1199,178,failed,,,EUR,do_not_honor,0,True
172,906,322,981,72,refunded,,,EUR,,0,False
173,906,322,865,65,succeeded,,2024-05-26 05:30:53+00:00,EUR,,0,False
174,906,322,1236,106,succeeded,,2024-06-18 21:30:53+00:00,EUR,,0,False
175,906,322,1371,92,succeeded,,2024-07-22 06:30:53+00:00,EUR,,0,False
176,906,322,1353,1581,succeeded,,2024-08-17 04:30:53+00:00,EUR,,0,False
177,906,322,729,103,succeeded,,2024-09-18 23:30:53+00:00,EUR,,0,False
178,906,322,977,87,succeeded,,2024-10-21 18:30:53+00:00,EUR,,0,False
179,906,322,958,90,pending,,,EUR,,0,False
180,233,329,715,70,succeeded,,2022-07-27 02:48:44+00:00,EUR,,0,False
181,233,329,856,122,succeeded,,2022-08-25 01:48:44+00:00,EUR,,0,False
182,233,329,494,47,failed,,,EUR,fraudulent,0,True
183,233,329,283,25,succeeded,,2022-10-25 23:48:44+00:00,EUR,,0,False
184,233,329,1180,75,succeeded,,2022-11-20 10:48:44+00:00,EUR,,0,False
185,233,329,1314,157,succeeded,,2022-12-19 09:48:44+00:00,EUR,,0,False
186,233,329,243,21,succeeded,,2023-01-23 23:48:44+00:00,EUR,,0,False
187,233,329,903,51,succeeded,,2023-02-22 13:48:44+00:00,EUR,,0,False
188,233,329,1318,92,succeeded,,2023-03-21 14:48:44+00:00,EUR,,0,False
189,233,329,616,80,failed,,,EUR,lost_card,0,True
190,233,329,488,40,failed,,,EUR,stolen_card,0,True
191,233,329,1085,68,refunded,,,EUR,,0,False
192,233,329,781,49,succeeded,,2023-07-23 01:48:44+00:00,EUR,,0,False
193,233,329,299,17,failed,,,EUR,do_not_honor,0,True
194,1817,393,1470,119,refunded,,,EUR,,0,False
195,1817,393,454,57,failed,,,EUR,processing_error,0,True
196,1073,394,754,69,canceled,,,EUR,,0,False
197,1073,394,922,49,canceled,,,EUR,,0,False
198,1073,394,309,35,succeeded,2025-01-01 06:02:32+00:00,2025-01-04 03:02:32+00:00,EUR,,0,False
199,1073,394,588,73,failed,,,EUR,stolen_card,0,True
200,1073,394,1396,159,failed,,,EUR,insufficient_funds,0,True
201,1073,394,249,422,succeeded,,2025-04-05 20:02:32+00:00,EUR,,0,False
202,1073,394,1201,117,pending,2025-04-30 06:02:32+00:00,,EUR,,0,False
203,1073,394,1174,169,succeeded,,2025-05-31 23:02:32+00:00,EUR,,0,False
204,1446,172,705,76,succeeded,,2024-06-19 05:58:33+00:00,EUR,,0,False
205,1446,172,721,95,succeeded,,2024-07-21 20:58:33+00:00,EUR,,0,False
206,1446,172,876,87,failed,,,EUR,expired_card,0,True
207,1446,172,469,51,succeeded,,2024-09-17 18:58:33+00:00,GBP,,0,False
208,1446,172,696,74,succeeded,2024-10-16 11:58:33+00:00,2024-10-18 05:58:33+00:00,EUR,,0,False
209,1446,172,582,86,succeeded,2024-11-17 10:58:33+00:00,2024-11-19 15:58:33+00:00,EUR,,0,False
210,1446,172,714,49,succeeded,,2024-12-18 16:58:33+00:00,EUR,,0,False
211,1446,172,390,29,succeeded,,2025-01-17 13:58:33+00:00,EUR,,0,False
212,1446,172,1241,67,succeeded,,2025-02-14 22:58:33+00:00,EUR,,0,False
213,1446,172,962,1162,succeeded,,2025-03-13 18:58:33+00:00,EUR,,0,False
214,1446,172,1174,168,failed,,,EUR,fraudulent,0,True
215,1446,172,1147,132,failed,,,EUR,expired_card,0,True
216,458,193,1046,141,refunded,,,EUR,,0,False
217,458,193,1213,85,failed,2024-08-04 21:59:25+00:00,,EUR,lost_card,0,True
218,458,193,1223,109,disputed,2024-09-08 20:59:25+00:00,,EUR,,0,False
219,458,193,668,80,succeeded,,2024-10-11 15:59:25+00:00,EUR,,0,False
220,458,193,527,36,succeeded,,2024-11-04 16:59:25+00:00,EUR,,0,False
221,458,193,467,34,failed,,,EUR,insufficient_funds,0,True
222,458,193,294,30,disputed,,,EUR,,0,False
223,458,193,589,65,succeeded,,2025-02-08 22:59:25+00:00,EUR,,0,False
224,458,193,1143,149,succeeded,,2025-03-08 17:59:25+00:00,EUR,,0,False
225,458,193,1221,110,succeeded,,2025-04-07 02:59:25+00:00,EUR,,0,False
226,458,193,832,98,succeeded,,2025-05-04 23:59:25+00:00,EUR,,0,False
227,1985,203,869,72,succeeded,,2021-04-11 06:46:54+00:00,EUR,,0,False
228,1985,203,492,40,refunded,,,EUR,,0,False
229,1985,203,1169,170,pending,,,EUR,,0,False
230,1985,203,1081,99,succeeded,,2021-07-09 21:46:54+00:00,EUR,,0,False
231,1985,203,975,133,succeeded,,2021-08-08 16:46:54+00:00,EUR,,0,False
232,1985,203,756,111,succeeded,,2021-09-06 08:46:54+00:00,EUR,,0,False
233,1985,203,1265,184,succeeded,2021-10-04 22:46:54+00:00,2021-10-06 17:46:54+00:00,EUR,,0,False
234,1985,203,666,79,succeeded,,2021-11-04 12:46:54+00:00,EUR,,0,False
235,1985,203,476,54,failed,,,EUR,stolen_card,0,True
236,1985,203,523,34,succeeded,2022-01-04 22:46:54+00:00,2022-01-05 09:46:54+00:00,EUR,,0,False
237,1985,203,1387,83,succeeded,,2022-02-03 09:46:54+00:00,EUR,,0,False
238,1985,203,796,100,failed,,,EUR,,0,True
239,1589,132,430,29,succeeded,,2023-09-01 06:14:55+00:00,EUR,,0,False
240,1589,132,228,304,failed,,,EUR,card_declined,0,True
241,1589,132,556,80,refunded,2023-10-29 02:14:55+00:00,,EUR,,0,False
242,1589,132,1209,97,succeeded,,2023-11-27 18:14:55+00:00,EUR,,0,False
243,1589,132,488,50,succeeded,,2023-12-27 08:14:55+00:00,EUR,,0,False
244,1589,132,1316,188,failed,,,EUR,card_declined,0,True
245,1589,132,225,11,failed,,,EUR,processing_error,0,True
246,1589,132,917,62,succeeded,2024-03-27 02:14:55+00:00,2024-03-28 00:14:55+00:00,EUR,,0,False
247,1589,132,1157,123,succeeded,2024-04-25 01:14:55+00:00,2024-04-26 01:14:55+00:00,GBP,,0,False
248,1589,132,1021,96,pending,,,EUR,,0,False
249,1589,132,1424,72,succeeded,,2024-06-30 22:14:55+00:00,EUR,,0,False
250,1589,132,283,31,succeeded,,2024-07-26 17:14:55+00:00,EUR,,0,False
251,1589,132,224,19,succeeded,,2024-08-27 22:14:55+00:00,EUR,,0,False
252,1589,132,1280,97,succeeded,,2024-10-01 02:14:55+00:00,EUR,,0,False
253,808,303,301,37,failed,,,EUR,do_not_honor,0,True
254,808,303,1244,91,succeeded,,2024-02-28 12:52:21+00:00,GBP,,0,False
255,808,303,481,50,succeeded,,2024-03-31 03:52:21+00:00,EUR,,0,False
256,808,303,329,43,pending,,,EUR,,0,False
257,808,303,945,50,failed,,,EUR,do_not_honor,0,True
258,808,303,1172,152,disputed,,,EUR,,0,False
259,808,303,599,67,succeeded,,2024-08-01 20:52:21+00:00,EUR,,0,False
260,808,303,364,52,failed,,,EUR,,0,True
261,808,303,761,100,succeeded,,2024-10-03 16:52:21+00:00,EUR,,0,False
262,808,303,1356,121,succeeded,,2024-10-30 01:52:21+00:00,EUR,,0,False
263,808,303,1155,145,succeeded,,2024-11-28 07:52:21+00:00,EUR,,0,False
264,808,303,1101,105,succeeded,,2024-12-29 12:52:21+00:00,EUR,,0,False
265,808,303,748,76,succeeded,,2025-01-29 18:52:21+00:00,EUR,,0,False
266,808,303,895,107,succeeded,,2025-02-23 14:52:21+00:00,GBP,,0,False
267,945,333,1282,103,pending,,,EUR,,0,False
268,945,333,910,57,pending,,,EUR,,0,False
269,945,333,882,129,failed,,,USD,,0,True
270,945,333,598,44,succeeded,,2025-03-14 11:42:04+00:00,USD,,0,False
271,945,333,562,82,canceled,,,EUR,,0,False
272,945,333,780,60,failed,,,EUR,processing_error,0,True
273,64,50,895,68,succeeded,,2023-03-12 03:03:16+00:00,EUR,,0,False
274,64,50,812,55,failed,2023-04-13 12:03:16+00:00,,EUR,card_declined,0,True
275,64,50,1035,80,succeeded,,2023-05-14 12:03:16+00:00,EUR,,0,False
276,921,283,618,50,succeeded,,2025-02-20 13:36:15+00:00,EUR,,0,False
277,921,283,1151,93,succeeded,,2025-03-26 17:36:15+00:00,EUR,,0,False
278,921,283,680,37,succeeded,2025-04-21 15:36:15+00:00,2025-04-24 17:36:15+00:00,EUR,,0,False
279,921,283,714,64,succeeded,,2025-05-23 00:36:15+00:00,EUR,,0,False
280,161,11,750,907,failed,2024-08-03 15:09:34+00:00,,EUR,card_declined,0,True
281,161,11,1483,135,succeeded,,2024-09-04 09:09:34+00:00,USD,,0,False
282,1649,126,1487,79,succeeded,,2024-11-05 03:22:09+00:00,EUR,,0,False
283,1649,126,484,59,succeeded,,2024-12-02 02:22:09+00:00,GBP,,0,False
284,1649,126,1471,153,succeeded,2025-01-01 19:22:09+00:00,2025-01-04 14:22:09+00:00,EUR,,0,False
285,1649,126,741,92,succeeded,,2025-02-01 10:22:09+00:00,EUR,,0,False
286,1649,126,1127,113,failed,2025-03-04 19:22:09+00:00,,EUR,card_declined,0,True
287,1649,126,727,64,succeeded,,2025-04-05 01:22:09+00:00,EUR,,0,False
288,1649,126,547,55,failed,,,EUR,stolen_card,0,True
289,1649,126,636,88,failed,,,EUR,insufficient_funds,0,True
290,1351,183,1430,163,failed,,,EUR,,0,True
291,1351,183,647,71,succeeded,,2025-04-05 20:00:30+00:00,EUR,,0,False
292,1351,183,1088,135,succeeded,,2025-05-07 19:00:30+00:00,EUR,,0,False
293,1573,311,633,54,failed,,,EUR,do_not_honor,0,True
294,574,145,795,50,succeeded,,2022-08-18 22:10:39+00:00,EUR,,0,False
295,574,145,768,64,succeeded,,2022-09-25 21:10:39+00:00,EUR,,0,False
296,574,145,700,67,refunded,,,EUR,,0,False
297,1046,178,1195,164,failed,,,EUR,incorrect_cvc,0,True
298,1046,178,549,36,succeeded,,2022-07-05 03:05:21+00:00,EUR,,0,False
299,1046,178,864,109,failed,,,EUR,insufficient_funds,0,True
300,1046,178,871,119,canceled,,,EUR,,0,False
301,1046,178,658,76,succeeded,,2022-09-29 09:05:21+00:00,EUR,,0,False
302,1046,178,463,36,succeeded,,2022-11-04 21:05:21+00:00,EUR,,0,False
303,1046,178,1445,198,failed,2022-11-29 03:05:21+00:00,,EUR,processing_error,0,True
304,1046,178,543,28,pending,,,EUR,,0,False
305,1046,178,1220,125,failed,,,EUR,fraudulent,0,True
306,1046,178,1239,67,failed,2023-02-27 03:05:21+00:00,,EUR,card_declined,0,True
307,1046,178,673,37,succeeded,,2023-03-30 18:05:21+00:00,EUR,,0,False
308,1980,128,232,26,succeeded,,2024-01-14 11:38:58+00:00,GBP,,0,False
309,1980,128,692,98,succeeded,,2024-02-10 04:38:58+00:00,EUR,,0,False
310,716,191,913,72,succeeded,,2025-05-28 09:17:31+00:00,USD,,0,False
311,259,97,427,25,pending,2024-05-25 09:52:51+00:00,,EUR,,0,False
312,259,97,477,33,pending,,,USD,,0,False
313,259,97,1265,103,succeeded,2024-07-22 10:52:51+00:00,2024-07-22 15:52:51+00:00,EUR,,0,False
314,259,97,989,92,succeeded,,2024-08-29 04:52:51+00:00,EUR,,0,False
315,259,97,1060,154,succeeded,,2024-09-22 19:52:51+00:00,EUR,,0,False
316,259,97,311,20,failed,,,EUR,do_not_honor,0,True
317,259,97,939,94,succeeded,,2024-11-22 23:52:51+00:00,EUR,,0,False
318,1400,305,1411,165,failed,,,EUR,stolen_card,0,True
319,1400,305,1392,78,succeeded,,2023-12-01 05:35:22+00:00,EUR,,0,False
320,1400,305,687,803,succeeded,,2023-12-31 03:35:22+00:00,EUR,,0,False
321,1400,305,876,66,failed,,,EUR,do_not_honor,0,True
322,1400,305,816,71,succeeded,,2024-02-23 23:35:22+00:00,EUR,,0,False
323,1400,305,317,41,failed,,,EUR,,0,True
324,1400,305,1067,57,pending,,,EUR,,0,False
325,1400,305,379,33,succeeded,,2024-05-29 07:35:22+00:00,EUR,,0,False
326,1400,305,612,83,pending,,,EUR,,0,False
327,1400,305,1001,102,succeeded,,2024-07-28 14:35:22+00:00,EUR,,0,False
328,1400,305,1049,111,disputed,,,EUR,,0,False
329,1400,305,958,77,succeeded,,2024-09-20 08:35:22+00:00,EUR,,0,False
330,1400,305,960,137,succeeded,,2024-10-22 17:35:22+00:00,EUR,,0,False
331,1400,305,1362,129,pending,,,EUR,,0,False
332,1400,305,1239,139,failed,2024-12-22 16:35:22+00:00,,EUR,fraudulent,0,True
333,1400,305,304,23,failed,,,EUR,insufficient_funds,0,True
334,1400,305,712,792,succeeded,,2025-02-22 11:35:22+00:00,EUR,,0,False
335,1400,305,421,52,succeeded,2025-03-21 15:35:22+00:00,2025-03-24 10:35:22+00:00,EUR,,0,False
336,884,300,663,914,failed,,,EUR,fraudulent,0,True
337,884,300,1204,114,pending,2024-04-03 19:16:25+00:00,,EUR,,0,False
338,884,300,272,19,succeeded,,2024-05-03 10:16:25+00:00,EUR,,0,False
339,884,300,980,69,failed,2024-06-03 20:16:25+00:00,,EUR,incorrect_cvc,0,True
340,884,300,509,26,failed,,,EUR,fraudulent,0,True
341,884,300,1045,153,succeeded,,2024-08-03 21:16:25+00:00,GBP,,0,False
342,884,300,535,53,failed,,,EUR,expired_card,0,True
343,884,300,1003,115,succeeded,,2024-09-30 12:16:25+00:00,EUR,,0,False
344,884,300,888,45,failed,,,EUR,insufficient_funds,0,True
345,884,300,263,35,canceled,,,EUR,,0,False
346,884,300,713,88,succeeded,,2024-12-28 07:16:25+00:00,EUR,,0,False
347,884,300,711,39,succeeded,,2025-01-28 08:16:25+00:00,EUR,,0,False
348,884,300,781,105,succeeded,,2025-02-28 19:16:25+00:00,EUR,,0,False
349,884,300,1229,171,succeeded,,2025-03-29 07:16:25+00:00,EUR,,0,False
350,884,300,373,33,succeeded,,2025-04-27 02:16:25+00:00,EUR,,0,False
351,884,300,422,56,pending,,,EUR,,0,False
352,1054,140,1388,177,disputed,,,EUR,,0,False
353,1054,140,686,97,succeeded,,2023-11-10 00:48:34+00:00,EUR,,0,False
354,1054,140,952,104,disputed,,,EUR,,0,False
355,1054,140,946,138,refunded,2024-01-05 15:48:34+00:00,,EUR,,0,False
356,1054,140,1050,92,failed,,,EUR,,0,True
357,1054,140,1097,69,succeeded,,2024-03-04 20:48:34+00:00,GBP,,0,False
